entityid,entityname,principaladdress1,principaladdress2,principalcity,principalstate,principalzipcode,principalcountry,mailingaddress1,mailingaddress2,mailingcity,mailingstate,mailingzipcode,mailingcountry,entitystatus,jurisdictonofformation,entitytype,agentfirstname,agentmiddlename,agentlastname,agentsuffix,agentorganizationname,agentprincipaladdress1,agentprincipaladdress2,agentprincipalcity,agentprincipalstate,agentprincipalzipcode,agentprincipalcountry,agentmailingaddress1,agentmailingaddress2,agentmailingcity,agentmailingstate,agentmailingzipcode,agentmailingcountry,entityformdate
20111309521,"DOS PICOS' DAIRY, LLC",2252 S County Road 7,,Loveland,CO,80537,US,,,,,,,Good Standing,CO,DLLC,JOHN,J.,VAN HATTEM,,,2252 S County Road 7,,Loveland,CO,80537,US,,,,,,,05/27/2011
20111448498,"Blue Sky Dairy, LLC",4513 County Road 32,,Mead,CO,80504,US,,,,,,,Good Standing,CO,DLLC,James,C,Docheff,Jr.,,4513 County Road 32,,Mead,CO,80504,US,,,,,,,08/05/2011
20111516132,Hunter Ridge Dairy LLP,23494 Highway 14,,Ault,CO,80610,US,39301 County Road 49,,Eaton,CO,80615,US,Good Standing,CO,DLLP,AJ,,De Jager,,,2441 N 35th Ave,,Greeley,CO,80631,US,39301 County Road 49,,Eaton,CO,80615,US,09/12/2011
20111524712,"Lyons Dairy Bar, LLC, Dissolved August 23, 2018",138 Main Street,,Lyons,CO,80540,US,PO Box 153,,Lyons,CO,80540,US,Voluntarily Dissolved,CO,DLLC,Juli,,Waugh,,,639 3rd Ave.,,Lyons,CO,80540,US,PO Box 153,,Lyons,CO,80540,US,09/17/2011
20111630979,"American Dairyco-Hedging, LLC, Dissolved October 28, 2020","4600 Wells Fargo Center,90 S 7th St",,Minneapolis,MN,55402,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd,Suite 420,Boulder,CO,80302,US,,,,,,,11/14/2011
20111631001,"American Dairyco Holdings, LLC, Dissolved October 28, 2020","4600 Wells Fargo Center,90 S 7th St",,Minneapolis,MN,55402,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,"CFH Management, LLC",2595 Canyon Blvd,Suite 420,Boulder,CO,80302,US,,,,,,,11/14/2011
20111675119,"SCR Dairy Inc., Colorado Authority Relinquished March 16, 2022",2000 Galloping Hill Road,Attn. Office of the Secretary,Kenilworth,NJ,07033,US,,,,,,,Withdrawn,DE,FPC,,,,,,,,,,,,,,,,,,12/07/2011
20121059318,Prospect Valley Dairy LLC,15857 Bear Mountain Blvd,,Bakersfield,CA,93311,US,,,,,,,Good Standing,CO,DLLC,,,,,C T Corporation System,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,01/26/2012
20121082185,"Mongolian Dairy LLC, Dissolved June 10, 2019",3050 S Roslyn St,,Denver,CO,80231,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Alimaa,,Avarzad,,,3050 S Roslyn St,,Denver,CO,80231,US,,,,,,,02/06/2012
20121099500,"Mountain Flower Dairy, LLC, Dissolved January 29, 2013",3340 Broadway,,Boulder,CO,80304,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Taber,Stark,Ward,,,3340 Broadway,,Boulder,CO,80304,US,,,,,,,02/16/2012
20121122329,"AJC DAIRY, LLC, Dissolved September 4, 2012",23000 St. Charles Rd,,Pueblo,CO,81006,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Anthony,J,Cesar,,,23000 St. Charles Rd,,Pueblo,CO,81006,US,,,,,,,02/26/2012
20121127728,"Koru Dairy, LLC, Colorado Authority Relinquished May 28, 2015",4001 Lexington Ave. N.,,Arden Hills,MN,55126,US,PO Box 64101,MS 2500,St. Paul,MN,55164,US,Withdrawn,DE,FLLC,,,,,,,,,,,,,,,,,,02/28/2012
20121192041,"Lost Creek Dairy, LLC",36259 County Road 16,,Roggen,CO,80652,US,,,,,,,Good Standing,CO,DLLC,Douglas,,Brown,,,7995 E Prentice Ave,#101E,Greenwood Village,CO,80111,US,,,,,,,03/30/2012
20121218056,"Lorien Farms Dairy LLC, Delinquent September 1, 2013",38636 CR 5,,Elizabeth,CO,80107,US,,,,,,,Delinquent,CO,DLLC,,,,,,,,,,,,,,,,,,04/17/2012
20121332635,"Wiedeman Dairy, LLC",5880 49th St,,Greeley,CO,80634,US,,,,,,,Good Standing,CO,DLLC,Gary,W,Wiedeman,,,5880 49th St,,Greeley,CO,80634,US,,,,,,,06/19/2012
20121492115,"Mountain Flower Urban Goat Dairy, Dissolved January 26, 2022",1630 Hawthorne,,Boulder,CO,80304,US,,,,,,,Voluntarily Dissolved,CO,DNC,,,,,Mountain Flower Goat Dairy,3240 Broadway,,Boulder,CO,80304,US,3980 N Broadway,Suite 103-131,Boulder,CO,80304,US,09/05/2012
20121514179,"ROCKY MOUNTAIN DAIRY, LLC, Dissolved May 26, 2013",8604 EAST COUNTY ROAD 18,,JOHNSTOWN,CO,80634,US,,,,,,,Voluntarily Dissolved,CO,DLLC,MARVIN,,TE VELDE,,,7678 WCR 17,,FORT LUPTON,CO,80621,US,,,,,,,09/20/2012
20121620008,"TDA Dairy Services, LLC, Dissolved January 20, 2014","711 O Street, Suite 202",,Greeley,CO,80631,US,P. O. Box 134,,Lucerne,CO,80646,US,Voluntarily Dissolved,CO,DLLC,Kevin,R,Hatch,,,"711 O Street, Suite 202",,Greeley,CO,80631,US,P. O. Box 134,,Lucerne,CO,80646,US,11/07/2012
20121704181,"Twin Cottonwood Dairy, LLC",25002 County Road 8,Box 613,Weldona,CO,80653,US,,,,,,,Good Standing,CO,DLLC,Beverly,E.,Carmin,,,12801 County Road X.5,Box 613,Weldona,CO,80653,US,,,,,,,12/24/2012
20131007169,"DAIRYLEA COOPERATIVE INC., Colorado Authority Relinquished June 17, 2014",5001 Brittonfield Parkway,,East Syracuse,NY,13057,US,,,,,,,Withdrawn,NY,FCOOP,,,,,,,,,,,,,,,,,,01/03/2013
20131007996,Alpine Dairy Goat Breeders Association,856 5th Ave SE,,Rochester,MN,55904,US,,,,,,,Good Standing,CO,DNC,TINA,,ANTES,,,7195 CO RD 315,,SILT,CO,81652,US,,,,,,,01/03/2013
20131017526,"Integrated Dairy Solutions, LLC",6766 E County Road 18,,Johnstown,CO,80534,US,,,,,,,Good Standing,CO,DLLC,Kevin,,Fiske,,,6766 E County Road 18,,Johnstown,CO,80534,US,,,,,,,01/08/2013
20131156164,"Veeman Dairy, LLLP",3811 W 16th Street Dr,,Greeley,CO,80634,US,PO Box 336640,,Greeley,CO,80633,US,Good Standing,CO,DLLLP,ANDREW,M,VEEMAN,,,3811 W 16th Street Dr,,Greeley,CO,80634,US,,,,,,,03/07/2013
20131161925,"FRONT RANGE JERSEY DAIRY LLC, Dissolved July 28, 2021",28615 CR 17,,WINDSOR,CO,80550,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,"Agtax, Inc",401 Mathews St,,Fort Collins,CO,80524,US,401 Mathews Street,Street Address 2,Fort Collins,CO,80524,US,03/12/2013
20131278226,Colorado Dairy Youth Foundation,27503 County Road 55,,Kersey,CO,80644,US,,,,,,,Good Standing,CO,DNC,debbie,,carpio,,,27503 County Road 55,,Kersey,CO,80644,US,,,,,,,05/04/2013
20131295205,"Rocky Mountain Dairy Specialists, LLC, Dissolved February 7, 2014",6317 W Perez Ave,,Visalia,CA,93291,US,,,,,,,Voluntarily Dissolved,CO,DLLC,David,Martin,House,,,2650 Milton Lane,,Fort Collins,CO,80524,US,,,,,,,05/17/2013
20131433660,"Prado Dairy, Dissolved July 29, 2013",23360 WCR 35,,LASALLE,CO,80645,US,,,,,,,Voluntarily Dissolved,CO,DLP,MARK,,VANDER DUSSEN,,,23360 WCR 35,,LASALLE,CO,80645,US,,,,,,,07/25/2013
20131440082,"Prado Dairy, Colorado Authority Relinquished April 18, 2019",23360 WCR 35,,La Salle,CO,80645,US,,,,,,,Withdrawn,CA,FO,Ranae,,Vander Dussen,,,23360 West County Road #35,,La Salle,CO,80645,US,,,,,,,07/29/2013
20131462026,"Granada Dairy, LLC, Dissolved January 30, 2019",29792 CR 22.5,,Granada,CO,81041,US,734 SE CR 36,,Syracuse,KS,67878,US,Voluntarily Dissolved,CO,DLLC,,,,,"National Registered Agents, Inc",7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,08/09/2013
20131612907,"Hiland Dairy Foods Company, LLC",1133 E Kearney St,,Springfield,MO,65803,US,3744 Staunton Rd,,Edwardsville,IL,62025,US,Good Standing,IL,FLLC,,,,,Corporation Service Company,1900 W Littleton Blvd,,Littleton,CO,80120,US,,,,,,,10/24/2013
20131663773,"Aurora Organic Dairy International, LLC",1919 14th Street,Suite 300,Boulder,CO,80302,US,,,,,,,Good Standing,CO,DLLC,Lee,F.,Sachnoff,,,2001 16th St Ste 1800,Kutak Rock LLP,Denver,CO,80202,US,,,,,,,11/20/2013
20131710559,"Sunrise Dairy, LLC",70755 E County Road 18,,Byers,CO,80103,US,,,,,,,Good Standing,CO,DLLC,Shalana,S,McCann,,,70755 E County Road 18,,Byers,CO,80103,US,,,,,,,01/01/2014
20141031142,"Meadowvale Dairy LLC, Delinquent June 1, 2016",1760 300th St,,Rock Valley,IA,51247,US,,,,,,,Delinquent,IA,FLLC,Natalie,,Ysselstein,,,10251 Hwy 71,,Brush,CO,80723,US,,,,,,,01/16/2014
20141045192,"Dairy Nutrition & Management Consulting, LLC",5 Grande Ave,,Santa Rosa Beach,FL,32459,US,PO Box 285,,Happy,TX,79042,US,Good Standing,CO,DLLC,Jessica,Marie,Mullen,,,1338 Forrestal Dr,,Fort Collins,CO,80526,US,,,,,,,01/23/2014
20141181680,Mini Dairy Equipment LLC,8033 Sunset Blvd.,#460,Los Angeles,CA,90046,US,,,,,,,Good Standing,CO,DLLC,Katerina,,Luniova,,,1831 65th Avenue,Suite 1,Greeley,CO,80634,US,,,,,,,03/22/2014
20141206108,"Wren Haven Dairy, LLP, Withdrawn April 2, 2014",2573 Lanyon Drive,,Longmont,CO,80503,US,2573 Lanyon Dr,,Longmont,CO,80503,US,Withdrawn,CO,GP,Bernice,C,Gold,,,2573 Lanyon Drive,,Longmont,CO,80503,US,,,,,,,03/28/2014
20141280526,"Simply Natural Dairy LLC, Delinquent September 1, 2015",4617 West County Road 2,,Berthoud,CO,80513,US,4617 West County Road 2,,Berthoud,CO,80513,US,Delinquent,CO,DLLC,Devony,Dawn,Bethel,,,343 Alder Avenue,,Johnstown,CO,80534,US,,,,,,,04/30/2014
20141598272,"Cresset Farm Dairy LLC, Delinquent February 1, 2016",5609 E CR 52,,Fort Collins,CO,80524,US,,,,,,,Delinquent,CO,DLLC,Daphne,Sue,Kingsley,,,5609 E CR 52,,fort Collins,CO,80524,US,,,,,,,09/29/2014
20141628123,"Bridgeview Dairy, LLC, Delinquent March 1, 2021",23016 WCR 74,,Eaton,CO,80615,US,,,,,,,Delinquent,CO,DLLC,,,,,"Suhre Law Firm, LLC",2015 Clubhouse Drive,Suite LL 03,Greeley,CO,80634,US,,,,,,,10/16/2014
20141636735,"Innovative Dairy Control Logic, Delinquent March 1, 2016",307 N 45th Ave Ct,,Greeley,CO,80634,US,,,,,,,Delinquent,CO,DLLC,Kevin,Ray,Thompson,,,307 N 45th Ave Ct,,Greeley,CO,80634,US,,,,,,,10/22/2014
20151095187,"HI-PLAINS DAIRY, INC.",15462 Eurich Rd,,Calhan,CO,80808,US,,,,,,,Good Standing,CO,DPC,JAMES,L,SMITH,,,15462 Eurich Rd,,Calhan,CO,80808,US,,,,,,,02/09/2015
20151215445,"AMV Dairy Health Lab, LLC",4135 Carroway Seed Dr,,Johnstown,CO,80534,US,,,,,,,Good Standing,CO,DLLC,Michael,L,Velgersdyk,,,4135 Carroway Seed Dr,,Johnstown,CO,80534,US,,,,,,,03/26/2015
20151257113,"Summit Dairy, LLC",39390 County Road 39,,Ault,CO,80610,US,39390 County Road 39,,Ault,CO,80610,US,Good Standing,CO,DLLC,Casey,D,DeHaan,,,39390 County Road 39,,Ault,CO,80610,US,,,,,,,04/16/2015
20151275079,"Mountain Sun Dairy, LLC",9100 County Road 45,,Center,CO,81125,US,,,,,,,Good Standing,CO,DLLC,Marlin,,Sauder,,,9100 County Road 45,,Center,CO,81125,US,2414 Stockton St Unit B,,Alamosa,CO,81101,US,04/23/2015
20151322422,"Dairy Management Solutions, LLC, Delinquent October 1, 2016",1191 Nucla St,,Aurora,CO,80011,US,,,,,,,Delinquent,CO,DLLC,Brandon,,Shepherd,,,1191 Nucla St,,Aurora,CO,80011,US,,,,,,,05/14/2015
20151360887,Marrs Milky Way Dairy LLC,39713 County Road 43,,Ault,CO,80610,US,,,,,,,Good Standing,CO,DLLC,Eldon,,Marrs,,,39713 County Road 43,,Ault,CO,80610,US,,,,,,,05/29/2015
20151540792,Legacy Family Dairy LLC,1469 Noe Rd,,Larkspur,CO,80118,US,,,,,,,Good Standing,CO,DLLC,Dwight,Ian,Steyn,,,1469 Noe Rd,,Larkspur,CO,80118,US,,,,,,,08/24/2015
20151606532,"HX BUTTERFIELD DAIRY, LLC, Delinquent February 1, 2021",50643 COUNTY ROAD KK,,WRAY,CO,80758,US,,,,,,,Delinquent,CO,DLLC,KYLE,A,HENDRIX,,,50643 COUNTY ROAD KK,,WRAY,CO,80758,US,50643 County Road KK,,Wray,CO,80758,US,09/23/2015
20151656018,"Grannie's Goat Dairy, LLC, Dissolved February 25, 2016",8250 Crow Cutoff,,Pueblo,CO,81004,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Christal,,Burns,,,8250 Crow Cutoff,,Pueblo,CO,81004,US,,,,,,,10/09/2015
20151700123,"Old Dairy Barn, LLC, Delinquent March 1, 2017",102 E. Pikes Peak,Suite #200,Colorado Springs,CO,80903,US,,,,,,,Delinquent,CO,DLLC,Lindsay,J,Case,,,102 E. Pikes Peak,Suite #200,Colorado Springs,CO,80903,US,,,,,,,10/28/2015
20151728961,"DAIRY FARM, LLC, Dissolved October 24, 2022",PO Box 1322,,Montrose,CO,81402,US,1828 Election Way,,Montrose,CO,81402,US,Voluntarily Dissolved,CO,DLLC,,,,,"Hockersmith Law, PC",Alpine Bank Building,"917 Main Street, 2nd Floor",Ouray,CO,81427,US,,,,,,,11/12/2015
20151777601,"Zen Dairy Goats, Dissolved June 14, 2018",216 US-50 Business,,Avondale,CO,81022,US,PO 44,,Avondale,CO,81022,US,Voluntarily Dissolved,CO,DLLC,Eric,Francis,Rovegno,,,216 US-50 Business,,Avondale,CO,81022,US,216 US-50 Business,,Avondale,CO,81022,US,12/02/2015
20161180169,"Troia Dairy Distributing, Inc. DBA Troia Foods, Colorado Authority Relinquished July 11, 2017",4124 Quitman Street,,Denver,CO,80212,US,3251 N. Lowell Blvd,#407,Denver,CO,80211,US,Withdrawn,CA,FPC,,,,,,,,,,,,,,,,,,03/11/2016
20161180935,"Sand Hill Dairy, LLC, Delinquent August 1, 2017",7250 County Road 26,,Longmont,CO,80504,US,,,,,,,Delinquent,CO,DLLC,Richard,J.,Vogl,,,7250 County Road 26,,Longmont,CO,80504,US,,,,,,,03/14/2016
20161185090,"Three Sisters Farm & Dairy, LLC",2043 53rd Ln,,Boone,CO,81025,US,PO Box 58,,Avondale,CO,81022,US,Good Standing,CO,DLLC,Jennifer,L.,Dionisio,,,2043 53rd Ln,,Boone,CO,81025,US,PO Box 58,,Avondale,CO,81022,US,03/15/2016
20161244131,"K & M Dairy, LLC, Dissolved December 14, 2019",5627  Chantry Dr,,Windsor,CO,80550,US,5627 Chantry Dr,,Windsor,CO,80550,US,Voluntarily Dissolved,CO,DLLC,James,,Mackenzie,,,802 Finch Drive,,Severance,CO,80546,US,802 Finch Drive,,Severance,CO,80550,US,04/04/2016
20161256004,Diamond D Dairy LLC,4513 County Road 32,,Mead,CO,80504,US,,,,,,,Good Standing,CO,DLLC,James,Charles,Docheff,Jr.,,4513 County Road 32,,Mead,CO,80504,US,,,,,,,04/11/2016
20161296924,"Stout Dairy, Dissolved December 1, 2022",301 Willow Ave,,Eaton,CO,80615,US,301 Willow Ave,,Eaton,CO,80615,US,Voluntarily Dissolved,CO,DLLC,Terry,Lee,Stout,,,301 Willow Av,,Eaton,CO,80615,US,301 Willow Ave,,Eaton,CO,80615,US,04/26/2016
20161461497,"WOLF CREEK DAIRY, LLC",10268 CR 80,,Eaton,CO,80615,US,PO Box 99,,Severance,CO,80546,US,Good Standing,CO,DLLC,,,,,Wolf Creek Dairy,10268 CR 80,,Severance,CO,80546,US,PO Box 99,,Severance,CO,80546,US,07/06/2016
20161529892,"Native Horns Dairy, Delinquent January 1, 2019",12290 Mesa View Rd,,Larkspur,CO,80118,US,,,,,,,Delinquent,CO,DLLC,Amber,,DeVigil,,,12290 Mesa View Rd,,Larkspur,CO,80118,US,,,,,,,08/03/2016
20161597971,"Associated Dairy Distributors, L.P.",5000 Kansas Ave,,Kansas City,KS,66106,US,,,,,,,Good Standing,CO,DLP,,,,,C T Corporation System,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112,US,,,,,,,10/13/2016
20161603566,"Dromedairy Naturals, LLC",7200 S Alton Way Ste A340,,Centennial,CO,80112,US,5800 S Nevada St,,Littleton,CO,80120,US,Good Standing,CO,DLLC,Larry,D.,Harvey,,,5800 S Nevada St,,Littleton,CO,80120,US,,,,,,,09/02/2016
20161627798,Golden Gulch Dairy LLC,2929 W Main St Ste G,,Visalia,CA,93291-5700,US,PO Box 6760,,Visalia,CA,93290-6760,US,Good Standing,CA,FLLC,Timothy,,Sellers,,,13557 County Road 29,,Sterling,CO,80751-9538,US,PO Box 1151,,Sterling,CO,80751-1151,US,09/19/2016
20161684618,"DromeDairy Naturals, LLC., Dissolved January 13, 2017",7200 South Alton Way 80112,,Centennial,CO,80112,US,4221 PRESERVE PARKWAY S,,GREENWOOD VILLAGE,CO,80121,US,Voluntarily Dissolved,CO,DLLC,MICHAEL,ANTHONY,CASSIO,,,7200 South Alton Way 80112,,CENTENNIAL,CO,80112,US,4221 PRESERVE PARKWAY SOUTH,,GREENWOOD VILLAGE,CO,80121,US,10/09/2016
20161800947,"Dairy Resources of the West, LLC",2234 117th Ave Unit 109,,Greeley,CO,80634,US,,,,,,,Good Standing,CO,DLLC,Keith,,Benner,,,2234 117th Ave Unit 109,,Greeley,CO,80634,US,,,,,,,11/28/2016
20161846175,"CK Dairy Enterprises, LLC",6766 E County Road 18,,Johnstown,CO,80534,US,,,,,,,Good Standing,CO,DLLC,Clifford,G,Fiske,,,6766 E County Road 18,,Johnstown,CO,80534,US,,,,,,,12/15/2016
20161864317,"Clark Dairy Nutrition, Inc.",425 York Trail,,Cotopaxi,CO,81223,US,53407 COUNTY ROAD 341,,BIG FORK,MN,56628,US,Good Standing,NM,FPC,,,,,CLARK DAIRY NUTRITION INC,53407 COUNTY ROAD 341,,BIG FORK,CO,56628,US,53407 COUNT ROAD 341,,BIG FORK,CO,56628,US,01/01/2017
20171005448,Thompson River Dairy LLC,8604 East County Road 18,,Johnstown,CO,80534,US,PO Box 700,,Johnstown,CO,80534,US,Good Standing,CO,DLLC,Raymond,,DeVries,,,8604 East County Road 18,,Johnstown,CO,80534,US,PO Box 700,,Johnstown,CO,80534,US,01/03/2017
20171181384,"Golden Rule Dairy LLC, Dissolved May 23, 2021",25705 County Road JJ,,Holly,CO,81047,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Regina,J,Dorenkamp,,,25705 County Road JJ,,Holly,CO,81047,US,25705 County Road JJ,,Holly,CO,81047,US,03/03/2017
20171194782,La Isla Farm & Dairy Ltd.,13816 County Road M,,Antonito,CO,81120,US,PO Box 55,,Conejos,CO,81129,US,Good Standing,CO,DLLC,Jerome,Andronico Jose,DeHerrera,,,146 w 11th Avenue,,Denver,CO,80204,US,,,,,,,03/09/2017
20171236730,"PROLIX DAIRY LCA, Delinquent August 1, 2018",475 17th St,,Denver,CO,80202,US,,,,,,,Delinquent,CO,DLCA,,,,,Incorp,3208C EAST COLONIAL DRIVE BOX 276,,ORLANDO fl,CO,32803,US,,,,,,,03/24/2017
20171273536,"Farm and Dairy Direct, Ltd., Dissolved July 21, 2017","15954 Jackson Creek Pkwy, Suite B",#531,Monument,CO,80132,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Todd,,Dughman,,,"15954 Jackson Creek Pkwy, Suite B",#531,Monument,CO,80132,US,,,,,,,04/05/2017
20171441515,"Sterling Acres Dairy Farm, Delinquent November 1, 2018",606 Pampas Ct.,,Canon City,CO,81212,US,,,,,,,Delinquent,CO,DLLC,Leslie,Robbin,Schwiem,,,606 Pampas Ct.,,Canon City,CO,81212,US,,,,,,,06/12/2017
20171530024,"Colorado Dairy Partners, LLC, Dissolved June 28, 2023",385 Inverness Pkwy Ste 140,,Englewood,CO,80112-5852,US,"385 Inverness Parkway, Suite 140",,Englewood,CO,80112,US,Voluntarily Dissolved,CO,DLLC,Karl,,Nyquist,,,385 Inverness Pkwy Ste 140,,Englewood,CO,80112-5852,US,385 Inverness Pkwy Ste 140,,Englewood,CO,80112-5852,US,07/12/2017
20171530430,"Tres Leches Dairy LLC, Dissolved July 28, 2018",10384 Airport Rd,,Longmont,CO,80503,US,10384 Airport Rd,,Longmont,CO,80503,US,Voluntarily Dissolved,CO,DLLC,,,,,"SkyPilot Farm, LLC",10384 Airport Rd,,Longmont,CO,80503,US,10384 Airport Rd,,Longmont,CO,80503,US,07/12/2017
20171703107,"TNT Dairy, LLC, Delinquent October 1, 2022",1421 West County Road 1 South,,Monte Vista,CO,81144,US,1421 West County Road 1 South,,Monte Vista,CO,81144,US,Delinquent,CO,DLLC,,,,,"TNT Dairy, LLC",1421 West County Road 1 South,,Monte Vista,CO,8114,US,1421 West County Road 1 South,,Monte Vista,CO,81144,US,09/20/2017
20171775307,"ALL THE DAIRY PHOTOGRAPHY LLC, Dissolved July 30, 2020",2921 TIMBERWOOD DR APT 602,,FORT COLLINS,CO,80528,US,63 Hobbs Rd.,,Milton,VT,05468,US,Voluntarily Dissolved,CO,DLLC,,,,,LEGALINC CORPORATE SERVICES INC.,1155 KELLY JOHNSON BLVD,SUITE 111,COLORADO SPRINGS,CO,80920,US,,,,,,,10/17/2017
20171874485,"Desert Dreams Dairy, LLC, Delinquent April 1, 2019",4716 44th Lane,,Avondale,CO,81022,US,,,,,,,Delinquent,CO,DLLC,Marsha,Jo,Skogen,,,4716 44th Lane,,Avondale,CO,81022,US,,,,,,,11/26/2017
20171902672,"Three Bells Dairy LLC, Dissolved October 1, 2022",2590 Boettcher Farm Court,,Fort Collins,CO,80524,US,2590 Boettcher Farm Court,,Fort Collins,CO,80524,US,Voluntarily Dissolved,CO,DLLC,Aaron,J,Olson,,,2590 Boettcher Farm Court,,Fort Collins,CO,80524,US,2590 Boettcher Farm Court,,Fort Collins,CO,80524,US,12/01/2017
20171936215,"The New Lyons Dairy Bar, Delinquent May 1, 2020",138 main St unit 2,,Lyons,CO,80540,US,post office 552,,Lyons,CO,80540,US,Delinquent,CO,DLLC,benji,l,boydstun,,,213 main,,Lyons,CO,80540,US,PO Box 1282,,Lyons,CO,80540,US,12/20/2017
20171963817,"Dairyland Electrical Industries, Inc., Colorado Authority Relinquished December 4, 2020",340 Business Park Cir,,STOUGHTON,WI,53589,US,PO BOX 187,,Stoughton,WI,53589,US,Withdrawn,WI,FPC,,,,,"InCorp Services, Inc.","36 South 18th Ave, Ste D",,Brighton,CO,80601,US,,,,,,,12/28/2017
20181048330,3KS Dairy LLC,3924 36th Ln,,Avondale,CO,81022,US,,,,,,,Good Standing,CO,DLLC,Ashton,,Bohrer,,,3924 36th Ln,,Avondale,CO,81022,US,,,,,,,01/19/2018
20181135496,"Kloberdanz Dairy Farms LLC, Delinquent October 1, 2022",1125 North County Road 1,,Fort Collins,CO,80524,US,11512,S Barnards Rd,molalla,OR,97038,US,Delinquent,CO,DLLC,Jesse,,Kloberdanz,,,1125 North County Road 1,,Fort Collins,CO,80524,US,,,,,,,02/18/2018
20181317773,"Ray-Glo Dairy, LLC",33502  County Road 57,,Gill,CO,80624,US,,,,,,,Good Standing,NV,FLLC,Kevin,,Anderson,,,33502  County Road 57,,Gill,CO,80624,US,,,,,,,04/19/2018
20181443830,"WW Dairy LLC, Delinquent March 1, 2021",2903 3rd St N,,Monroe,WI,53566,US,,,,,,,Delinquent,WI,FLLP,John,,Cook,,,6615 Pinery Villa Place,,Parker,CO,80134,US,,,,,,,05/31/2018
20181462534,Dairy Barn Horse Boarding LLC,4995 Eldridge St,,Golden,CO,80403-1786,US,,,,,,,Delinquent,CO,DLLC,Bonnie,,Misik,,,4995 Eldridge St,,Golden,CO,80403-1786,US,,,,,,,06/07/2018
20181482134,"Euclid Dairy Investments, LLC, Delinquent November 1, 2021",39390 County Road 39,,Ault,CO,80610,US,39390 County Road 39,,AULT,CO,80610,US,Delinquent,CO,DLLC,Casey,D,DeHaan,,,39390 County Road 39,,AULT,CO,80610,US,39390 County Road 39,,AULT,CO,80610,US,06/19/2018
20181726265,"Tom Wolf - Dairy Industry Consulting, Dissolved April 16, 2024",1746 County Road 34,,Mead,CO,80542,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Thomas,,Wolf,,,1746 County Road 34,,Mead,CO,80542,US,1746 County Road 34,,Mead,CO,80542,US,09/15/2018
20181786459,"Sunny Valley Dairy LLC, Delinquent March 1, 2020",5399 State Highway 370,,Monte Vista,CO,81144,US,5399 State Highway 370,,Monte Vista,CO,81144,US,Delinquent,CO,DLLC,Eddie,L,Miller,,,5399 State Highway 370,,Monte Vista,CO,81144,US,5399 State Highway 370,,Monte Vista,CO,81144,US,10/02/2018
20181789021,"Goalz Dairy Commerce City CO, LLC, Delinquent March 1, 2021",9432 Aspen Pointe Lane,,Cheyenne,WY,82009,US,,,,,,,Delinquent,CO,DLLC,,,,,,,,,,,,,,,,,,10/03/2018
20181798518,Kansas Dairy Ingredients,13710 Struthers Rd Ste 125,,Colorado Springs,CO,80921,US,11050 Roe Ave Ste 211,,Leawood,KS,66211,US,Good Standing,MO,FLLC,,,,,"CAPITOL CORPORATE SERVICES, INC.",36 SOUTH 18TH AVE STE D,,BRIGHTON,CO,80601,US,1501 S MOPAC EXPY STE 220,,Austin,CO,78746,US,10/08/2018
20181846449,"Perry Dairy Real Estate Holdings, LLC",9757 Fairwood St,,Littleton,CO,80125,US,8275 W Massey Dr,,Littleton,CO,80128,US,Delinquent,CO,DLLC,Jessica,,Faler,,,8275 W Massey Dr,,Littleton,CO,80128,US,,,,,,,10/25/2018
20191301525,"Total Dairy Solutions-Utah, LLC, Dissolved August 17, 2020",6766 E. County Road 18,,Johnstown,CO,80534,US,6766 East County Road 18,,Johnstown,CO,80534,US,Voluntarily Dissolved,CO,DLLC,Steven,A.,Fiske,,,6766 E. County Road 18,,Johnstown,CO,80534,US,,,,,,,04/04/2019
20191329606,Prado Dairy LLC,23360 County Road 35,,La Salle,CO,80645,US,,,,,,,Good Standing,CO,DLLC,Ranae,,Vander Dussen,,,23360 County Road 35,,La Salle,CO,80645,US,,,,,,,04/18/2019
20191440351,"Riverside Dairy Investments LLC, Delinquent October 1, 2022",3 Reservoir Dr,,Pueblo,CO,81005,US,,,,,,,Delinquent,CO,DLLC,Nancy,,Pope,,,3 Reservoir Dr,,Pueblo,CO,81005,US,,,,,,,05/26/2019
20191494761,"Dairy Max, Inc.",2214 Paddock Way Dr Ste 600,,Grand Prairie,TX,75050,US,,,,,,,Good Standing,TX,FNC,,,,,"InCorp Services, Inc.","36 South 18th Avenue, Suite D",,Brighton,CO,80601,US,,,,,,,06/18/2019
